Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
114,16.8024959564209,16.482646942138672,75.9648666381836,-2.998511911425838,-5.779931671385225,88.87101114006225,-4.2223268,15.225472,-14.388421,52.49412,-28.474104,-15.000033,7.0885034,-15.337679,-6.134812,42.537834,-38.11818,14.634397,3.3867671,0.8717579,6.0531874,12.22183,28.60437,-8.513575,-51.60129,-0.39524278,-14.443571,34.370525,12.305661,-28.986605,19.730392,-60.000134,4.879448,-17.348433,-24.245173
115,16.289886474609375,16.344907760620117,75.93648529052734,-1.6821181045263922,-7.549762346086869,86.68940261460465,-4.55717,12.58868,-13.292442,56.429127,-32.92654,-15.000033,6.164537,-17.170704,-3.4612422,45.634922,-38.033524,15.000033,4.329953,2.1927023,6.2845283,4.170475,24.136793,-12.892229,-45.127842,-2.1741753,-10.371515,33.13026,3.492981,-23.575706,21.928158,-53.994972,5.6472406,-12.719974,-21.912382
116,15.706825256347656,16.196687698364258,75.96784973144531,-0.9689300511703439,-8.526796777232205,85.33261280525869,-4.870347,12.098693,-11.013007,58.19769,-35.60864,-14.816375,5.9309955,-17.994122,-1.6273482,46.046432,-37.04971,15.000033,4.496459,3.8736725,5.309238,-5.3408055,20.39468,-16.808392,-35.402985,-0.8992331,-4.234132,32.178875,-7.3719516,-19.817516,24.713287,-42.327972,3.2094686,-6.542869,-21.279705
117,15.033620834350586,16.1322021484375,76.0463638305664,-0.2650838625812065,-9.038177579823556,84.63398721894794,-4.544427,11.639212,-8.4673395,57.95561,-37.697147,-12.947088,6.0171537,-19.29142,-0.9748936,45.436615,-35.947384,15.000033,4.122671,5.285489,4.2536855,-17.67685,16.729939,-19.588648,-22.300447,5.728212,3.4152186,32.262836,-20.408545,-16.638447,25.805145,-26.647278,1.3924259,0.7048966,-23.480589
118,14.345866203308105,16.21048355102539,75.87261962890625,0.5757379906743091,-8.3991638067976,84.09483588059622,-5.306933,11.327802,-5.4846926,58.330025,-40.191216,-10.982636,5.153957,-20.439302,0.7225538,44.777042,-35.043842,15.000033,3.2358391,6.3001084,3.8343296,-33.488297,12.863028,-21.51106,-2.410916,10.522027,9.1833105,29.545118,-37.831387,-13.477968,25.38783,-4.321891,-1.1382811,8.257887,-23.113096
119,13.709343910217285,16.427278518676758,75.65245819091797,1.3277726620810373,-6.859327731999219,83.05012008460898,-5.979977,11.652107,-1.866816,58.019474,-42.4351,-9.772439,4.152089,-22.388065,0.88133085,42.655106,-33.489147,15.000033,2.7391863,7.169194,4.3695006,-46.292664,9.365183,-23.224463,12.92991,16.71702,10.936999,27.252075,-52.14961,-10.732456,25.196484,14.307501,-6.111036,11.596543,-23.496878
120,13.161211967468262,16.724367141723633,75.61161041259766,1.6066997354402404,-6.114639692230232,82.48975405465671,-5.967934,11.9474945,0.5596118,57.83666,-43.241787,-8.676888,4.1563106,-24.320393,-0.3606055,40.84311,-32.28145,15.000033,2.734796,7.6238766,5.0076027,-59.170815,6.5818067,-25.767288,30.331188,16.275198,11.31942,25.470003,-66.30543,-8.676991,25.399754,34.18685,-5.214078,13.084164,-23.008776
121,12.75682258605957,17.059391021728516,75.75918579101562,1.7644548243194413,-5.94096741976357,81.58369437406188,-4.857001,12.39611,2.8455775,56.857174,-44.123917,-7.260367,4.3973556,-25.162416,-0.16804527,38.78565,-30.841656,15.000033,3.5015051,7.76464,6.1221805,-72.53663,4.519745,-29.088385,47.81303,16.198801,12.694741,24.077011,-79.10948,-7.2280164,31.898464,54.030407,-2.429941,13.1663685,-18.608406
122,12.503022193908691,17.40056037902832,76.0415267944336,1.5414433562695522,-5.44183328382316,80.91318848280557,-3.7665675,12.318947,3.6893861,54.652023,-43.934376,-7.990737,4.552917,-25.9426,-1.0831879,37.00243,-28.986286,15.000033,3.8141272,7.336959,6.553753,-81.63183,3.024545,-33.413822,61.439003,18.668905,13.796574,20.29456,-87.17288,-6.0981565,36.190792,67.28685,-8.554237,16.130165,-12.018974
123,12.427325248718262,17.69602394104004,76.39286041259766,1.1661479450202015,-5.807786164906881,81.09644215813307,-2.4747777,13.346343,4.91592,53.356567,-43.896797,-7.853135,3.9372616,-25.645674,-0.40136978,37.835686,-28.265976,15.000033,3.5376813,6.6269374,7.417281,-86.99923,2.0090022,-38.34319,69.90959,19.083673,14.222365,14.533426,-91.89785,-5.3548474,42.069885,74.366714,-10.741424,16.177368,-7.3865886
124,12.535314559936523,17.954631805419922,76.98518371582031,0.8198042772432848,-5.761566933674962,82.06654986106051,-1.5373415,13.853619,5.0419316,50.917973,-42.614506,-7.58918,3.5065238,-25.172132,-0.06400987,37.61099,-26.084429,15.000033,3.0495834,5.6279798,7.849568,-89.81694,1.3935119,-43.904613,74.96437,23.361343,15.005088,4.8289275,-94.52334,-4.992739,46.71315,78.989174,-12.637302,15.41528,-0.9993056
125,12.824146270751953,18.166263580322266,77.7260513305664,0.17604338313652895,-5.571501708474615,82.74993703418913,-0.5201463,14.901124,5.3822436,47.93629,-41.13739,-8.097089,2.9688244,-25.093365,-1.330434,37.039024,-24.557701,15.000033,3.041238,4.8634205,8.167249,-91.363884,0.9740236,-46.128998,76.74391,23.53702,14.805983,2.8011014,-96.122696,-4.808622,47.65395,80.47957,-12.684012,14.983895,0.12383419
126,13.29465389251709,18.344844818115234,78.6717300415039,-0.6036372294411363,-5.333334092966254,83.18155100024238,0.9372496,15.901887,5.4922223,43.81253,-39.033752,-8.6850395,2.5721266,-24.905718,-2.8637614,36.635002,-22.977219,15.000033,2.992351,3.9187691,8.239537,-92.244934,0.62984425,-47.633747,77.418686,22.916317,14.86601,1.2912899,-96.9712,-4.710065,48.31133,81.11018,-13.095611,14.525788,1.0986433
127,13.947847366333008,18.503923416137695,79.6749267578125,-1.1946213487321071,-5.136308853604268,83.15160581166306,3.0287545,16.094378,4.820308,38.40334,-35.79164,-10.483419,2.8365831,-24.834938,-5.3775053,36.02312,-20.856092,15.000033,3.1223903,2.9146852,8.2767935,-92.78412,0.2484436,-49.18273,78.30898,22.439999,14.768943,0.40495205,-97.57611,-4.5811996,48.239723,81.79452,-13.743111,14.339978,2.239126
128,14.796926498413086,18.659208297729492,80.46224975585938,-1.551327451277261,-4.830550456797311,83.48499962560669,4.6764836,16.57813,4.362243,33.700756,-32.717854,-11.464979,3.0550618,-24.250067,-6.8633094,35.277946,-19.68464,15.000033,3.4145029,1.8093302,8.46152,-93.36376,-0.06999423,-50.213608,78.90842,21.509943,14.635764,-0.048212815,-97.77228,-4.4246287,48.27674,81.48749,-13.865414,13.864537,3.2169874
129,15.801279067993164,18.81651496887207,81.0221176147461,-1.4845355061743075,-4.78128924939984,84.01907043487809,6.220283,16.934572,4.045783,29.810991,-29.170818,-12.858236,3.415391,-23.68851,-8.096032,34.40994,-19.166689,15.000033,3.5595603,0.6792486,8.585583,-94.10834,-0.2839504,-50.724987,79.34691,20.030416,14.2099905,0.78289723,-98.20416,-4.3398275,48.482906,81.58713,-12.362165,13.147731,3.7105896
130,16.934560775756836,18.982933044433594,81.38807678222656,-1.3694512506878809,-4.120698139098019,84.6342604271376,7.2438064,17.341242,3.5415797,25.675135,-24.89526,-14.885236,3.9419734,-22.509464,-8.814197,32.94048,-18.173437,15.000033,3.757614,-0.3491601,8.712733,-95.12328,-0.28952703,-51.00354,80.613106,18.024073,13.471782,2.5081277,-99.256035,-4.359942,48.15698,82.55573,-8.943108,12.163102,2.873857
131,18.1052303314209,19.116554260253906,81.59886169433594,-1.1183319302279509,-3.819333485182892,85.87486435747748,7.7640567,17.514946,2.3376634,22.86766,-21.481379,-15.000033,4.4619746,-21.82891,-9.387615,31.97531,-18.513378,15.000033,3.650966,-1.487573,8.684962,-96.053535,-0.10537592,-50.747173,81.66557,16.277481,13.3809395,3.7730653,-100.40371,-4.570977,47.819534,83.528854,-6.8412867,11.788541,1.6319708
132,19.302772521972656,19.181747436523438,81.44388580322266,-0.6830719876240856,-3.482096025553103,87.17737240740865,7.3838935,17.546032,0.58573663,21.763426,-19.299858,-15.000033,4.55432,-21.403152,-10.460896,32.846306,-20.627502,15.000033,3.6371362,-2.6435432,8.696324,-97.130806,0.34472612,-49.548077,82.44444,12.354142,12.510861,6.5432653,-101.420074,-5.0581913,46.55702,84.10395,-3.1449473,11.054562,-0.90445316
133,20.47112464904785,19.130964279174805,80.98480987548828,-0.39384346239069956,-2.907350526667174,88.65158258281724,6.1609163,18.045124,-0.82510537,21.800629,-18.48675,-15.000033,3.8934944,-20.67026,-11.374672,36.68085,-24.550106,15.000033,3.4165924,-4.202024,8.692634,-98.59161,1.0878149,-47.52486,82.42085,10.962043,12.875882,8.795689,-102.93078,-5.872377,43.673355,84.69211,1.2535374,11.358911,-4.0323625
134,21.597400665283203,18.886558532714844,80.3936538696289,-0.5542459387815797,-3.4431457603747067,89.39344543467496,4.5682297,19.149918,-2.2580419,25.446325,-19.543749,-15.000033,2.7688694,-19.829464,-12.009511,41.609695,-28.88131,13.975475,3.3815596,-5.2420936,8.64456,-98.65003,1.9126123,-46.040615,82.02175,9.1321125,12.875612,11.027058,-102.65014,-6.758656,41.880657,84.24922,3.708781,11.156591,-6.0601425
135,22.633174896240234,18.438997268676758,79.5948715209961,-0.881895807137124,-4.041225107156589,90.08339621066466,2.8432605,20.609526,-3.3362675,29.496883,-20.930311,-15.000033,1.135951,-18.810715,-11.9027605,47.145813,-33.05554,12.480321,3.3933196,-6.147302,8.724619,-97.996506,2.6542764,-45.169884,81.25368,7.665717,12.669131,11.893369,-101.758156,-7.528035,40.46123,83.374115,4.8655186,11.311838,-6.580569
136,23.53135108947754,17.766407012939453,78.49656677246094,-2.0742570077995524,-5.4940964035864885,90.87569068960616,0.45987254,23.257524,-4.3905034,35.92439,-21.900541,-15.000033,-0.4871585,-17.425032,-12.27601,53.9029,-37.496037,10.724697,3.091595,-6.8991323,8.712996,-96.571976,3.1766417,-44.966198,80.90925,6.481419,12.521035,11.383658,-99.58423,-8.047596,38.921394,81.238754,1.6939107,11.611999,-6.0433416
137,24.29489517211914,16.92282485961914,77.48977661132812,-2.9755222201636586,-6.493935680542245,91.1766726945817,-1.1307665,25.322628,-4.620222,40.192734,-23.113333,-15.000033,-1.4840163,-15.991236,-12.3226185,57.743782,-40.41929,9.495818,2.7377994,-7.1368165,8.518796,-94.95964,3.4072487,-45.187695,79.9549,5.3502765,12.489877,11.045152,-97.43681,-8.300147,38.41126,79.7613,0.07095795,12.0049515,-5.4818525
138,24.91850471496582,15.9437837600708,76.80419158935547,-3.470098133547763,-7.6916530215249015,91.1674386237454,-2.2545416,26.35656,-4.8605657,43.837463,-25.19821,-15.000033,-2.062105,-14.827629,-11.983142,60.254322,-42.382065,8.899764,2.4181526,-6.957932,8.354246,-93.55179,3.3599224,-44.899696,78.65505,4.61531,12.670321,11.562823,-95.82013,-8.343597,38.338284,78.78179,-1.4901817,12.320112,-5.0447793
139,25.381153106689453,14.885525703430176,76.26563262939453,-3.8176590731772513,-9.095335628064218,91.36579602049456,-3.1911633,26.841629,-4.8197093,47.043663,-26.569788,-15.000033,-2.4474072,-14.2530575,-11.974504,62.598644,-44.210358,8.281866,1.8720777,-6.512449,8.240735,-92.04309,2.969555,-46.976315,77.3481,5.737611,12.538598,9.49946,-94.322,-8.143506,39.38803,78.38576,-2.6838248,13.061404,-2.3625634
140,25.72023582458496,13.84146785736084,76.19879150390625,-3.736484464493326,-9.981705754672525,91.63460869639518,-4.095678,26.734386,-4.6727753,48.785004,-27.250217,-15.000033,-2.7183244,-13.868022,-11.770047,63.16555,-44.69064,8.228689,1.412835,-5.921234,8.202204,-91.19019,2.3109546,-47.69345,75.6951,6.3507686,13.127708,8.703551,-93.613434,-7.8112564,39.90559,78.66565,-2.861684,13.909172,-1.6744355
141,25.936874389648438,12.8831787109375,76.28851318359375,-3.6698723948273315,-10.569451114605686,92.31502843336351,-4.4943175,26.62934,-3.824708,48.6509,-27.219395,-15.000033,-3.078739,-13.408175,-11.473055,63.397606,-44.53672,7.8436904,0.7234386,-5.018556,8.18718,-91.25738,1.4925807,-48.58041,75.22048,5.7396197,14.125806,7.9498334,-93.55635,-7.492575,40.647152,80.1873,-2.9035325,15.193103,-1.110624
142,26.0342960357666,12.083185195922852,76.65885925292969,-3.4401134019997754,-10.84549407918139,93.33820077838966,-4.517892,26.756386,-1.4914429,47.56464,-25.877535,-15.000033,-2.9377835,-13.302323,-11.553103,62.248093,-43.879894,8.416548,-0.13052478,-4.104379,7.946095,-91.64474,0.5804021,-49.922173,75.143845,7.517054,14.993468,6.5513587,-94.63999,-7.2959385,41.012337,82.440315,-0.3257675,16.39471,-0.31265733
143,26.03525733947754,11.508739471435547,77.5563735961914,-2.625237157122923,-11.260191401076435,94.14926175350563,-3.5082364,25.541107,-0.15827306,44.437805,-23.432718,-15.000033,-2.2290356,-13.566784,-11.134687,59.875607,-42.560616,8.6831255,-0.9591124,-3.288598,7.639555,-92.486374,-0.24940522,-50.72886,76.368286,9.458166,16.32601,5.954646,-95.347755,-7.351637,42.968212,84.27736,-0.8697167,17.052244,0.5321295
144,25.9177303314209,11.222143173217773,78.76559448242188,-1.3369303469009657,-11.118923090462099,94.00165777126786,-1.5926816,23.318943,-0.55392826,38.687534,-20.912973,-15.000033,-1.2503865,-14.138859,-10.343097,55.559364,-40.846504,9.36297,-1.6043639,-3.0676327,7.2243223,-93.712105,-0.98386425,-51.18033,77.75148,10.23349,17.281445,4.390258,-96.08511,-7.4860535,44.03494,85.24199,1.1689336,17.146633,1.7350823
145,25.695884704589844,11.24455451965332,80.29446411132812,0.3773947440084068,-10.176546731219263,93.8862765753031,0.97020006,21.563238,-0.021024676,31.364859,-18.115513,-15.000033,0.06193395,-14.650777,-8.977399,49.158466,-38.56371,10.034895,-2.3687441,-2.7381816,6.938144,-95.74509,-1.6777445,-51.59236,79.65587,7.8291373,17.28956,4.4188547,-96.866234,-7.639448,46.01699,86.38427,1.7426943,16.988152,2.2055674
146,25.32949447631836,11.545578002929688,81.2840576171875,1.1276318495852908,-9.561209731579039,93.39280930717673,2.7565866,20.308662,-0.5318812,26.534342,-15.834185,-15.000033,1.3617609,-14.730567,-7.934406,44.24785,-36.319305,10.632879,-2.7420003,-2.2567074,6.989151,-97.91154,-2.369797,-51.716297,81.28578,6.06863,17.080303,4.063439,-97.73818,-7.6973076,48.189564,87.201584,1.5660352,16.613352,2.6136155
147,24.81136703491211,12.092569351196289,82.02815246582031,1.4266784186531756,-8.792007934514086,93.52328123504793,3.902961,19.73007,0.34612042,22.193865,-13.732502,-15.000033,2.5572283,-15.193617,-8.071655,40.416187,-33.896065,11.106621,-3.2756264,-1.7813226,7.2052345,-101.000336,-3.081391,-50.71662,81.69233,-0.5419138,15.566594,6.2952275,-99.142265,-7.782125,49.617912,86.77731,2.31007,15.470048,3.5603812
148,24.16176414489746,12.862141609191895,82.64767456054688,1.5138194047286244,-7.243822129763049,93.26263731234332,4.768974,18.596462,0.12251972,19.568026,-12.8327675,-15.000033,3.7174742,-15.166542,-7.7675834,35.14446,-31.037815,11.892708,-3.2521484,-1.2291387,7.476307,-103.45365,-3.7241194,-49.665146,82.37019,-1.4653485,14.560316,5.926144,-100.5454,-7.863209,51.15387,87.0938,0.65574235,15.568106,3.8553855
149,23.395963668823242,13.756479263305664,83.25006866455078,1.9769725434061733,-6.2761223368688945,92.69507937980725,5.4631453,17.461563,0.1612157,17.724958,-12.314669,-15.000033,5.1198792,-15.753352,-7.114209,30.662176,-28.200657,12.835787,-3.2426047,-0.85295093,7.6485248,-106.09681,-4.349444,-48.48268,83.384895,-4.555911,14.154038,6.1455793,-102.19125,-7.9056635,51.938255,87.770096,2.934376,15.915524,3.6436102
150,22.514816284179688,14.718167304992676,83.61354064941406,2.2527731581121393,-5.334258021105872,92.18157223554402,5.722097,16.723608,0.25620034,16.701717,-12.792097,-15.000033,6.21807,-16.13286,-5.9070807,27.011011,-25.733751,13.872803,-3.020139,-0.30235246,7.9133277,-108.63469,-4.9329357,-47.007202,84.641785,-6.0971155,14.801335,7.605452,-104.26482,-8.008778,52.793705,89.51683,8.700794,15.911743,3.2038755
151,21.510744094848633,15.680233001708984,83.79592895507812,3.1151304547085177,-4.5404853172359605,90.66632757719283,5.5376945,15.354694,0.11723427,17.8691,-14.755855,-15.000033,6.7803025,-17.735289,-4.6289005,24.451582,-24.36062,14.66885,-2.5105038,0.08525024,7.753877,-109.979744,-5.277627,-45.371254,85.90433,-8.570775,13.875174,9.035543,-105.73999,-8.317804,53.436974,89.90897,8.993079,15.052268,2.0667171
152,20.386531829833984,16.58246612548828,83.57846069335938,3.17855180399845,-4.0062787063116385,89.00126180983514,4.7119627,14.456503,0.1862237,21.149805,-18.35561,-15.000033,7.065844,-18.556248,-3.3077502,22.9046,-23.496674,15.000033,-1.7179642,0.8091657,7.6115413,-111.117645,-5.4105706,-42.943764,86.89779,-8.539598,13.414187,11.822601,-107.488525,-8.691124,51.155792,90.32276,14.657957,15.223656,-2.7883327
153,19.1212215423584,17.38507843017578,83.3069076538086,3.2674449850984897,-4.372461277977521,87.50005678466492,3.6459022,13.365838,-0.0073911645,26.076267,-23.204563,-15.000033,7.475416,-19.601608,-1.7478287,22.98335,-23.18766,15.000033,-0.98028344,1.7769549,7.2883782,-111.34215,-5.3747077,-40.770206,86.928986,-9.353113,13.004202,14.42537,-108.27373,-9.154299,48.938374,89.22941,20.39572,14.408143,-6.385695
154,17.732154846191406,18.084148406982422,82.82544708251953,3.1479984646567036,-5.342216695446558,86.98015148495784,1.6644168,11.92285,-1.8521276,33.090313,-27.950993,-15.000033,8.185705,-20.587786,-0.60203224,24.356949,-22.994213,15.000033,0.47638848,3.0500042,7.087384,-110.65597,-5.26323,-39.375008,86.47295,-10.020925,12.752941,16.817133,-107.34355,-9.455498,47.571796,86.62144,20.850584,12.665963,-8.703464
155,16.197341918945312,18.70406150817871,82.12704467773438,2.55622247255596,-5.783092172006582,85.7801607420387,-0.101489134,10.543317,-3.2469645,39.490234,-32.60494,-13.610129,7.99395,-21.691475,0.07823831,25.67855,-22.43647,15.000033,2.0005147,4.181196,7.041174,-109.20216,-4.986383,-38.291492,86.10786,-7.800558,12.110894,18.35283,-106.1008,-9.724299,47.130478,84.88598,18.692638,11.999235,-9.257845
156,14.611750602722168,19.255203247070312,81.33554077148438,2.3425957794207073,-5.627402709305563,85.13953023045563,-1.9018065,8.912043,-3.7479868,44.675884,-36.465866,-11.35497,7.4439793,-23.379972,0.6400619,26.830292,-22.220312,15.000033,3.275448,5.1079764,6.9238434,-107.26425,-4.6739254,-37.65491,85.987625,-4.2309074,11.711595,17.994787,-104.54544,-9.775332,46.565662,82.96473,15.370711,11.9681015,-9.03601
157,13.052619934082031,19.72808837890625,80.91796875,1.6321455033669268,-5.394673339155179,84.36904923051706,-3.019139,8.1373825,-3.4168484,48.110493,-39.358273,-9.449652,8.175143,-25.039967,-0.54156345,25.031914,-21.34569,15.000033,4.280499,6.1104217,6.780989,-105.11264,-4.6951447,-38.679314,85.44338,1.1578523,11.777911,14.924896,-102.98488,-9.378185,46.301933,80.9456,10.002012,13.145114,-7.3800077
158,11.61917781829834,20.11990737915039,80.4583969116211,0.8989932555044677,-5.265085015848395,84.01821946266702,-4.1566653,7.1030345,-3.845947,51.460957,-41.22365,-7.6903553,8.214658,-26.689075,-1.8852919,25.418758,-20.677029,15.000033,5.618998,6.954916,6.65851,-102.84509,-4.685032,-40.33141,86.03065,7.0910354,11.998895,11.190486,-101.7123,-8.797447,46.380146,79.92383,4.0817566,13.99886,-5.7673087
159,10.388806343078613,20.417617797851562,80.20926666259766,0.10537226036778997,-5.683454582803602,83.41255864460332,-4.8940654,6.5781927,-3.8422685,54.796803,-42.09806,-6.2775397,7.773793,-27.807371,-2.5098908,26.786402,-20.573145,15.000033,6.662883,7.493937,6.8011055,-100.72414,-4.505718,-42.58061,86.52536,13.418541,12.745469,8.297975,-100.89065,-8.185972,46.711586,79.7142,1.0738295,14.380416,-5.0555463
160,9.424381256103516,20.642223358154297,80.1014633178711,0.03457228834126718,-5.941798361239383,83.55410582202353,-4.692666,6.5432405,-2.4839497,55.554264,-42.51184,-4.6913877,7.5425425,-29.092001,-3.0213642,27.741533,-19.874968,15.000033,7.3742466,7.6422453,6.7927594,-99.633766,-4.1339264,-45.239227,88.29301,17.243116,13.624159,4.470653,-100.324684,-7.5563555,47.32993,79.14967,1.1105292,13.745265,-4.443402
161,8.757002830505371,20.798603057861328,80.22586059570312,-0.29200246112053635,-6.027065484913058,83.19802867895265,-4.194572,6.57666,-1.7539626,55.220818,-42.44782,-4.075402,7.4649096,-29.591677,-3.8326905,27.62659,-18.687195,15.000033,8.367049,7.8243194,6.583943,-98.691765,-3.5171733,-47.17295,89.00405,19.482418,13.199924,2.29167,-99.92407,-6.9007754,46.840958,78.05758,0.62534875,13.552032,-4.4378486
162,8.373163223266602,20.905263900756836,80.73663330078125,-0.9480391025485303,-6.4172155353124545,82.35360137113832,-3.1576886,6.685136,-1.7260822,54.118702,-41.389168,-4.286009,7.0222087,-29.638641,-4.881069,28.03778,-16.941452,15.000033,9.380145,8.030027,6.404627,-97.74603,-2.8119059,-49.290386,89.602684,21.15482,12.949028,2.0309541,-99.3421,-6.133133,47.34274,76.64358,-2.0997407,12.479958,-2.695496
163,8.265074729919434,20.999446868896484,81.31745147705078,-0.8086478165587142,-7.222165574315298,81.62571742832303,-1.1456234,7.0645843,-0.27597168,51.899178,-40.28044,-4.5028496,6.884115,-29.97557,-5.9688835,27.745155,-14.65061,15.000033,9.756131,7.707203,6.3771358,-97.19401,-1.9064655,-52.47849,89.99134,23.916973,12.969687,-2.4040155,-99.2465,-5.3411922,47.600636,75.861916,-1.9356366,12.011209,-1.8714275
164,8.3914213180542,21.142730712890625,81.97058868408203,-1.0638426039995714,-6.948008013186553,80.68637736490318,0.55532604,8.064147,1.2593933,48.267464,-39.102474,-5.102658,6.348941,-29.930822,-7.6690373,27.681496,-12.636208,15.000033,10.111118,7.554305,6.2342477,-96.27347,-0.9223964,-54.31014,89.86429,24.316992,12.366787,-3.2356246,-99.36993,-4.55781,47.16061,75.18607,-1.7998292,11.317956,-1.578611
165,8.719902992248535,21.344284057617188,82.81255340576172,-1.5418216855070996,-6.773642290337288,79.75274203259163,2.774174,9.025555,2.237308,43.676125,-37.400887,-5.8723373,6.2079887,-29.38812,-9.034651,27.365393,-10.934046,15.000033,10.303416,7.3048778,6.081913,-95.30603,0.08121142,-55.80982,89.11495,24.854324,12.316814,-3.5794165,-99.071594,-3.8014884,46.784187,74.84232,-0.40144008,9.844561,-1.1286966
166,9.228728294372559,21.627416610717773,83.74989318847656,-1.6795776992360325,-6.32785398929344,79.27250742978461,5.4801083,9.4470415,2.9660497,37.247883,-34.482388,-7.300991,5.607196,-28.895975,-9.697388,27.630602,-9.014623,15.000033,9.973741,6.9671445,6.185859,-94.54614,1.0056343,-57.377357,88.756386,24.33157,12.116361,-4.1740494,-99.01484,-3.0765219,46.763546,75.870834,-1.0099365,9.570291,-0.70520085
167,9.89019775390625,21.970016479492188,84.4646987915039,-1.825568359908662,-6.434093913092984,79.06574151697896,8.166117,9.885882,3.2304788,32.109966,-31.49465,-8.988868,4.6209445,-28.564419,-9.571375,28.38905,-7.8673034,15.000033,9.088944,6.612634,6.342708,-94.01862,1.7496525,-58.034462,88.74945,23.499224,12.466654,-4.3307557,-98.99941,-2.330057,46.749943,78.509285,-2.3250332,10.673288,-0.30513206
168,10.693015098571777,22.375022888183594,84.86560821533203,-2.0991607770722442,-5.9945131370685525,79.13568293560091,10.271964,10.532435,3.1138432,27.210838,-29.440617,-10.163172,4.364349,-28.012613,-8.937746,28.379635,-7.125819,15.000033,8.351518,6.170607,6.3728733,-93.628075,2.3620145,-57.927227,87.81153,22.07519,12.95093,-4.8137164,-99.23309,-1.6665013,46.484467,80.48827,-3.3087604,11.777354,-0.09821325
169,11.635394096374512,22.785940170288086,85.07369995117188,-2.45476612499537,-5.610949858147984,79.2418868549882,11.74205,12.289141,4.8307967,24.328783,-27.454758,-11.537831,3.7760336,-27.372328,-8.2125,28.658546,-7.140837,15.000033,7.2874246,5.5563574,6.5123286,-93.79347,2.932858,-57.522243,87.47321,19.050941,12.542555,-3.8105614,-100.007416,-1.1814834,45.27031,82.8799,0.38421127,11.801484,-1.5948341
170,12.71848201751709,23.150094985961914,85.13162994384766,-2.7854521509093857,-5.60939309723182,79.99175453979382,12.669598,13.591008,4.5116496,22.805475,-26.135368,-12.834925,3.8889914,-26.729168,-7.704458,28.521936,-7.694358,15.000033,6.400631,5.010222,6.465346,-93.48614,3.333578,-56.841003,86.767334,17.255188,12.910607,-2.999495,-100.31494,-0.89222914,45.006207,84.98909,0.008935221,12.2001095,-1.9870358
171,13.946667671203613,23.425304412841797,84.89558410644531,-2.9902138329196344,-5.478780785135635,81.09343505199904,12.841044,15.210175,4.3588905,22.443726,-25.815054,-14.021285,4.3360376,-25.885681,-7.3013635,28.138268,-9.319377,15.000033,5.704644,4.324923,6.220632,-93.391365,3.6721323,-55.787678,86.11018,15.273062,12.985625,-1.7765392,-100.33828,-0.80319715,44.09474,86.476234,1.4984776,12.023356,-3.1964757
172,15.289958953857422,23.569623947143555,84.5459976196289,-3.075256993332035,-5.531219493036341,82.13883521560487,12.580397,16.745085,3.7806756,23.130772,-25.807386,-15.000033,4.8390512,-24.738558,-7.2868485,29.05194,-13.098435,15.000033,5.050754,3.1445487,6.0042405,-93.058334,3.87293,-54.901524,85.438995,14.369008,13.117843,-0.4298714,-99.95958,-0.79225546,43.586777,87.79192,1.1179025,12.699998,-3.926399
173,16.714616775512695,23.53704261779785,83.98956298828125,-2.616271012451741,-6.48652598147016,83.25880284743313,12.19501,17.541077,2.5346828,25.540503,-26.181847,-15.000033,4.707512,-23.671463,-7.3755975,31.976198,-18.429352,15.000033,4.4402604,1.5817885,5.748823,-92.54813,3.9936275,-54.690098,84.4702,14.087161,13.16037,0.33492845,-99.34317,-0.9316782,43.203724,88.517746,1.3203447,12.88021,-3.8586435
174,18.21651840209961,23.350460052490234,83.3206558227539,-2.4870151358560397,-6.784381836802072,84.16705013386822,11.082031,18.727732,1.2226967,27.847584,-26.858936,-15.000033,3.9391038,-22.933813,-7.8600454,36.803932,-24.06709,15.000033,4.052636,-0.10415341,5.567557,-92.64033,4.107137,-53.014515,83.48502,12.161891,12.905832,2.924003,-98.73631,-1.220863,41.96888,88.434494,0.36098966,13.194037,-4.479228
175,19.743417739868164,22.98203468322754,82.61713409423828,-2.643367489799073,-8.281212152713305,84.71390362707047,10.167687,21.259531,1.7962577,32.240135,-26.912193,-15.000033,2.466869,-21.487726,-7.9577622,43.972942,-30.27157,14.450747,3.3032231,-2.0787323,5.2679667,-91.443565,4.11423,-53.096195,81.99896,14.609046,12.804364,3.2776442,-97.671364,-1.527422,41.338943,87.9801,-0.2332718,12.838878,-3.0686407
