Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
237,19.241008758544922,36.93620681762695,83.6250991821289,-5.1494534289745495,-1.6333893774188077,96.21686874785452,-1.253318,22.82551,-3.4457703,40.880035,-18.240128,-15.000033,14.948344,-11.860688,-14.200919,22.098164,-21.961903,15.000033,4.96861,-2.0292473,3.4890208,-18.156775,32.683006,25.395945,-48.00038,2.6434813,-5.3959813,37.381477,55.570644,-40.44688,21.589266,-20.096794,-27.275072,-9.063985,-3.314476
238,19.24831771850586,37.43326950073242,82.7608871459961,-6.132520545173353,-1.4067639697767966,97.749768874822,-4.0666227,24.391266,-3.440209,45.563866,-18.107841,-15.000033,15.910071,-10.892862,-15.242032,22.839136,-25.780516,15.000033,4.605067,-2.0331264,2.8843317,-26.483755,36.59898,19.887638,-46.684383,2.4023604,-7.9730964,31.089876,57.37739,-40.625244,20.157831,-21.013634,-25.585241,-11.076069,-4.2446322
239,19.268169403076172,37.653629302978516,82.01387023925781,-7.0675154234339885,-1.8021778977730174,98.43834385943666,-6.530554,25.573328,-4.176927,49.65403,-19.10856,-15.000033,15.935835,-10.038138,-14.936214,25.29065,-29.064348,15.000033,4.8050733,-2.118988,2.6118958,-35.679985,40.384315,14.802612,-42.39882,2.6724205,-9.129806,28.067108,56.927402,-40.367496,20.034647,-20.092987,-24.99725,-13.262532,-5.145681
240,19.29542350769043,37.614654541015625,81.31006622314453,-8.00125428111114,-2.490204690063337,98.56480413156926,-8.611775,26.167885,-5.754226,53.848454,-20.752586,-15.000033,15.868905,-9.459911,-14.778408,27.762197,-31.648575,15.000033,5.170285,-1.9852513,2.3693523,-43.090794,43.838345,11.220812,-37.214294,3.5333035,-8.846177,28.581976,55.316635,-39.97428,21.2764,-18.216883,-25.634066,-14.251139,-7.518034
241,19.3258113861084,37.351287841796875,81.3993148803711,-7.989744440759046,-4.30987295648685,98.48624543076981,-9.705314,24.648409,-8.286923,57.523045,-22.145433,-15.000033,16.32459,-9.446704,-13.489242,29.920958,-32.802055,14.984439,5.7550945,-1.7995209,2.2964928,-48.62588,46.886658,9.566481,-31.010218,4.2128315,-6.2943397,31.63085,52.721348,-39.855915,23.981598,-16.449194,-27.927454,-13.291902,-10.469192
242,19.363298416137695,36.96862030029297,81.72710418701172,-7.70216222131074,-5.840575954190083,97.89022504519394,-9.423731,22.912302,-9.497036,58.506504,-23.079208,-15.000033,16.689678,-9.842857,-12.496994,30.960873,-32.332794,15.000033,5.69648,-1.3986877,2.2186246,-50.646168,49.33822,10.584867,-26.044292,4.1538334,-3.831436,35.91808,50.402306,-39.839695,26.144182,-14.870854,-29.083101,-11.990612,-12.366902
243,19.424142837524414,36.54822540283203,82.45338439941406,-6.715901709078856,-6.709431332636675,97.0574157782726,-8.321711,21.11492,-9.009451,56.95671,-23.898794,-15.000033,17.264246,-10.462284,-11.24728,29.483446,-29.96395,15.000033,5.281858,-0.7314452,2.1317434,-48.503662,50.735104,14.504166,-21.62076,1.9857659,-1.79639,39.190742,48.41417,-40.020966,27.80448,-13.99953,-28.669447,-10.29178,-12.833872
244,19.54803466796875,36.139408111572266,83.64199829101562,-4.866110071075953,-7.879198993999063,96.39319984046645,-4.930789,18.996658,-7.4323707,52.35614,-24.942938,-15.000033,19.02833,-11.999451,-10.994637,26.18409,-25.594055,15.000033,4.807226,0.35320687,0.8246397,-41.300953,50.838165,20.668272,-17.485533,-3.9743357,-0.88726395,42.55249,47.224506,-40.26423,29.323849,-14.44148,-27.308235,-8.602814,-14.103143
245,19.66411781311035,35.816078186035156,84.37347412109375,-3.104478333505338,-7.898883736011716,96.14739817256736,-3.134776,17.9883,-5.632022,49.009796,-25.617764,-15.000033,19.780518,-13.398973,-10.519967,23.146286,-22.471554,15.000033,4.373783,1.470168,-0.15870968,-33.594017,50.39547,25.412142,-14.402802,-7.5915766,-1.4179287,44.963432,46.6707,-40.310562,29.537077,-15.837102,-27.005156,-8.080126,-14.650379
246,19.714784622192383,35.57209396362305,84.7786636352539,-1.6389588182715205,-7.745231478489999,95.66094204350063,-2.329266,16.442266,-5.0152483,47.403618,-25.29458,-13.966344,19.77015,-14.938755,-10.191954,21.77395,-20.747189,15.000033,4.1806083,2.1666186,-0.44886348,-27.81107,49.476665,28.559122,-12.529761,-9.396991,-1.4492592,47.24076,45.753483,-40.300064,29.668076,-17.86778,-27.655449,-7.3078017,-15.378435
